SDG Goal,SDG Target,SDG Indicator,Country or Territory code,Country or Territory Name,SDG Region,SDG Sub-Region,Data Reference Year,Urban population living in slums or informal settlements (thousands),Data Units,Data Source,Footnote
11,11.1,11.1.1,380,Italy,Northern America and Europe,Southern Europe,2011, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,380,Italy,Northern America and Europe,Southern Europe,2012, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,380,Italy,Northern America and Europe,Southern Europe,2013, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,380,Italy,Northern America and Europe,Southern Europe,2014, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,380,Italy,Northern America and Europe,Southern Europe,2015, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,380,Italy,Northern America and Europe,Southern Europe,2016, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,380,Italy,Northern America and Europe,Southern Europe,2017, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,380,Italy,Northern America and Europe,Southern Europe,2018, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,380,Italy,Northern America and Europe,Southern Europe,2019, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,380,Italy,Northern America and Europe,Southern Europe,2020, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,380,Italy,Northern America and Europe,Southern Europe,2021, 8 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,380,Italy,Northern America and Europe,Southern Europe,2022, 8 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2000," 1,598 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2001," 1,580 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2002," 1,560 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2003," 1,543 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2004," 1,533 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2005," 1,553 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2006," 1,587 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2007," 1,625 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2008," 1,667 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2009," 1,711 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2010," 1,754 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2011," 1,796 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2012," 1,835 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2013," 1,865 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2014," 1,880 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2015," 1,864 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2016," 1,830 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2017," 1,780 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2018," 1,717 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2019," 1,643 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2020," 1,561 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2021," 1,581 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,400,Jordan,Western Asia and Northern Africa,Western Asia,2022," 1,598 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2000," 2,066 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2001," 1,949 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2002," 1,841 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2003," 1,740 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2004," 1,639 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2005," 1,535 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2006," 1,429 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2007," 1,319 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2008," 1,208 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2009," 1,096 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2010, 982 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2011, 866 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2012, 748 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2013, 624 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2014, 496 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2015, 363 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2016, 225 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2017, 83 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2018, 84 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2019, 85 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2020, 86 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2021, 87 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,398,Kazakhstan,Central Asia and Southern Asia,Central Asia,2022, 88 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,404,Kenya,Sub-Saharan Africa,Eastern Africa,2000," 3,953 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,404,Kenya,Sub-Saharan Africa,Eastern Africa,2001," 4,083 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,404,Kenya,Sub-Saharan Africa,Eastern Africa,2002," 4,216 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,404,Kenya,Sub-Saharan Africa,Eastern Africa,2003," 4,352 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,404,Kenya,Sub-Saharan Africa,Eastern Africa,2004," 4,491 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,404,Kenya,Sub-Saharan Africa,Eastern Africa,2005," 4,635 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,404,Kenya,Sub-Saharan Africa,Eastern Africa,2006," 4,782 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,404,Kenya,Sub-Saharan Africa,Eastern Africa,2007," 4,933 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
